"Code postal","Localité","Sous-commune","Commune Principale","Province"
5081,"Bovesse","Oui","La Bruyère","Namur"
5081,"Meux","Oui","La Bruyère","Namur"
5081,"Saint-Denis-Bovesse","Oui","La Bruyère","Namur"
4720,"La Calamine","Non","La Calamine","Liege"
4721,"Neu-Moresnet","Oui","La Calamine","Liege"
4728,"Hergenrath","Oui","La Calamine","Liege"
1310,"La Hulpe","Non","La Hulpe","Brabant Wallon"
7100,"La Louvière","Non","La Louvière","Hainaut"
7100,"Haine-Saint-Paul","Oui","La Louvière","Hainaut"
7100,"Haine-Saint-Pierre","Oui","La Louvière","Hainaut"
7100,"Saint-Vaast","Oui","La Louvière","Hainaut"
7100,"Trivières","Oui","La Louvière","Hainaut"
7110,"Boussoit","Oui","La Louvière","Hainaut"
7110,"Houdeng-Aimeries","Oui","La Louvière","Hainaut"
7110,"Houdeng-Goegnies","Oui","La Louvière","Hainaut"
7110,"Maurage","Oui","La Louvière","Hainaut"
7110,"Strépy-Bracquegnies","Oui","La Louvière","Hainaut"
6980,"La Roche-en-Ardenne","Non","La Roche-En-Ardenne","Luxembourg"
6980,"Beausaint","Oui","La Roche-En-Ardenne","Luxembourg"
6982,"Samrée","Oui","La Roche-En-Ardenne","Luxembourg"
6983,"Ortho","Oui","La Roche-En-Ardenne","Luxembourg"
6984,"Hives","Oui","La Roche-En-Ardenne","Luxembourg"
6986,"Halleux","Oui","La Roche-En-Ardenne","Luxembourg"
2430,"Eindhout","Oui","Laakdal","Anvers"
2430,"Vorst","Oui","Laakdal","Anvers"
2431,"Varendonk","Oui","Laakdal","Anvers"
2431,"Veerle","Oui","Laakdal","Anvers"
9270,"Laarne","Non","Laarne","Flandre Orientale"
9270,"Kalken","Oui","Laarne","Flandre Orientale"
3620,"Lanaken","Non","Lanaken","Limbourg"
3620,"Gellik","Oui","Lanaken","Limbourg"
3620,"Neerharen","Oui","Lanaken","Limbourg"
3620,"Veldwezelt","Oui","Lanaken","Limbourg"
3621,"Rekem","Oui","Lanaken","Limbourg"
3400,"Landen","Non","Landen","Brabant Flamand"
3400,"Eliksem","Oui","Landen","Brabant Flamand"
3400,"Ezemaal","Oui","Landen","Brabant Flamand"
3400,"Laar","Oui","Landen","Brabant Flamand"
3400,"Neerwinden","Oui","Landen","Brabant Flamand"
3400,"Overwinden","Oui","Landen","Brabant Flamand"
3400,"Rumsdorp","Oui","Landen","Brabant Flamand"
3400,"Wange","Oui","Landen","Brabant Flamand"
3401,"Waasmont","Oui","Landen","Brabant Flamand"
3401,"Walsbets","Oui","Landen","Brabant Flamand"
3401,"Walshoutem","Oui","Landen","Brabant Flamand"
3401,"Wezeren","Oui","Landen","Brabant Flamand"
3404,"Attenhoven","Oui","Landen","Brabant Flamand"
3404,"Neerlanden","Oui","Landen","Brabant Flamand"
8920,"Bikschote","Oui","Langemark-Poelkapelle","Flandre Occidentale"
8920,"Langemark","Oui","Langemark-Poelkapelle","Flandre Occidentale"
8920,"Poelkapelle","Oui","Langemark-Poelkapelle","Flandre Occidentale"
1380,"Couture-Saint-Germain","Oui","Lasne","Brabant Wallon"
1380,"Lasne-Chapelle-Saint-Lambert","Oui","Lasne","Brabant Wallon"
1380,"Maransart","Oui","Lasne","Brabant Wallon"
1380,"Ohain","Oui","Lasne","Brabant Wallon"
1380,"Plancenoit","Oui","Lasne","Brabant Wallon"
7070,"Le Roeulx","Non","Le Roeulx","Hainaut"
7070,"Gottignies","Oui","Le Roeulx","Hainaut"
7070,"Mignault","Oui","Le Roeulx","Hainaut"
7070,"Thieu","Oui","Le Roeulx","Hainaut"
7070,"Ville-sur-Haine","Oui","Le Roeulx","Hainaut"
9280,"Lebbeke","Non","Lebbeke","Flandre Orientale"
9280,"Denderbelle","Oui","Lebbeke","Flandre Orientale"
9280,"Wieze","Oui","Lebbeke","Flandre Orientale"
9340,"Lede","Non","Lede","Flandre Orientale"
9340,"Impe","Oui","Lede","Flandre Orientale"
9340,"Oordegem","Oui","Lede","Flandre Orientale"
9340,"Smetlede","Oui","Lede","Flandre Orientale"
9340,"Wanzele","Oui","Lede","Flandre Orientale"
8880,"Ledegem","Non","Ledegem","Flandre Occidentale"
8880,"Rollegem-Kapelle","Oui","Ledegem","Flandre Occidentale"
8880,"Sint-Eloois-Winkel","Oui","Ledegem","Flandre Occidentale"
6860,"Léglise","Non","Léglise","Luxembourg"
6860,"Assenois","Oui","Léglise","Luxembourg"
6860,"Ebly","Oui","Léglise","Luxembourg"
6860,"Mellier","Oui","Léglise","Luxembourg"
6860,"Witry","Oui","Léglise","Luxembourg"
8860,"Lendelede","Non","Lendelede","Flandre Occidentale"
1750,"Gaasbeek","Oui","Lennik","Brabant Flamand"
1750,"Sint-Kwintens-Lennik","Oui","Lennik","Brabant Flamand"
1750,"Sint-Martens-Lennik","Oui","Lennik","Brabant Flamand"
7870,"Lens","Non","Lens","Hainaut"
7870,"Bauffe","Oui","Lens","Hainaut"
7870,"Cambron-Saint-Vincent","Oui","Lens","Hainaut"
7870,"Lombise","Oui","Lens","Hainaut"
7870,"Montignies-lez-Lens","Oui","Lens","Hainaut"
3970,"Leopoldsburg","Non","Leopoldsburg","Limbourg"
3971,"Heppen","Oui","Leopoldsburg","Limbourg"
6210,"Frasnes-lez-Gosselies","Oui","Les Bons Villers","Hainaut"
6210,"Rèves","Oui","Les Bons Villers","Hainaut"
6210,"Villers-Perwin","Oui","Les Bons Villers","Hainaut"
6210,"Wayaux","Oui","Les Bons Villers","Hainaut"
6211,"Mellet","Oui","Les Bons Villers","Hainaut"
7860,"Lessines","Non","Lessines","Hainaut"
7861,"Papignies","Oui","Lessines","Hainaut"
7861,"Wannebecq","Oui","Lessines","Hainaut"
7862,"Ogy","Oui","Lessines","Hainaut"
7863,"Ghoy","Oui","Lessines","Hainaut"
7864,"Deux-Acren","Oui","Lessines","Hainaut"
7866,"Bois-de-Lessines","Oui","Lessines","Hainaut"
7866,"Ollignies","Oui","Lessines","Hainaut"
3000,"Leuven","Non","Leuven","Brabant Flamand"
3001,"Heverlee","Oui","Leuven","Brabant Flamand"
3010,"Kessel Lo","Oui","Leuven","Brabant Flamand"
3012,"Wilsele","Oui","Leuven","Brabant Flamand"
3018,"Wijgmaal","Oui","Leuven","Brabant Flamand"
7900,"Leuze-en-Hainaut","Non","Leuze-En-Hainaut","Hainaut"
7900,"Grandmetz","Oui","Leuze-En-Hainaut","Hainaut"
7901,"Thieulain","Oui","Leuze-En-Hainaut","Hainaut"
7903,"Blicquy","Oui","Leuze-En-Hainaut","Hainaut"
7903,"Chapelle-à-Oie","Oui","Leuze-En-Hainaut","Hainaut"
7903,"Chapelle-à-Wattines","Oui","Leuze-En-Hainaut","Hainaut"
7904,"Pipaix","Oui","Leuze-En-Hainaut","Hainaut"
7904,"Tourpes","Oui","Leuze-En-Hainaut","Hainaut"
7904,"Willaupuis","Oui","Leuze-En-Hainaut","Hainaut"
7906,"Gallaix","Oui","Leuze-En-Hainaut","Hainaut"
6890,"Libin","Non","Libin","Luxembourg"
6890,"Anloy","Oui","Libin","Luxembourg"
6890,"Ochamps","Oui","Libin","Luxembourg"
6890,"Redu","Oui","Libin","Luxembourg"
6890,"Smuid","Oui","Libin","Luxembourg"
6890,"Transinne","Oui","Libin","Luxembourg"
6890,"Villance","Oui","Libin","Luxembourg"
6800,"Libramont-Chevigny","Non","Libramont-Chevigny","Luxembourg"
6800,"Bras","Oui","Libramont-Chevigny","Luxembourg"
6800,"Freux","Oui","Libramont-Chevigny","Luxembourg"
6800,"Moircy","Oui","Libramont-Chevigny","Luxembourg"
6800,"Recogne","Oui","Libramont-Chevigny","Luxembourg"
6800,"Remagne","Oui","Libramont-Chevigny","Luxembourg"
6800,"Saint-Pierre","Oui","Libramont-Chevigny","Luxembourg"
6800,"Sainte-Marie-Chevigny","Oui","Libramont-Chevigny","Luxembourg"
8810,"Lichtervelde","Non","Lichtervelde","Flandre Occidentale"
1770,"Liedekerke","Non","Liedekerke","Brabant Flamand"
4000,"Liège","Non","Liège","Liege"
4000,"Glain","Oui","Liège","Liege"
4000,"Rocourt","Oui","Liège","Liege"
4020,"Liège","Non","Liège","Liege"
4020,"Bressoux","Oui","Liège","Liege"
4020,"Jupille-sur-Meuse","Oui","Liège","Liege"
4020,"Wandre","Oui","Liège","Liege"
4030,"Grivegnée","Oui","Liège","Liege"
4031,"Angleur","Oui","Liège","Liege"
4032,"Chênée","Oui","Liège","Liege"
4099,"Liège X",,"Liège X",
2500,"Lier","Non","Lier","Anvers"
2500,"Koningshooikt","Oui","Lier","Anvers"
9570,"Deftinge","Oui","Lierde","Flandre Orientale"
9570,"Sint-Maria-Lierde","Oui","Lierde","Flandre Orientale"
9571,"Hemelveerdegem","Oui","Lierde","Flandre Orientale"
9572,"Sint-Martens-Lierde","Oui","Lierde","Flandre Orientale"
4990,"Lierneux","Non","Lierneux","Liege"
4990,"Arbrefontaine","Oui","Lierneux","Liege"
4990,"Bra","Oui","Lierneux","Liege"
9920,"Lovendegem","Oui","Lievegem","Flandre Orientale"
9921,"Vinderhoute","Oui","Lievegem","Flandre Orientale"
9930,"Zomergem","Oui","Lievegem","Flandre Orientale"
9931,"Oostwinkel","Oui","Lievegem","Flandre Orientale"
9932,"Ronsele","Oui","Lievegem","Flandre Orientale"
9950,"Waarschoot","Oui","Lievegem","Flandre Orientale"
2275,"Lille","Non","Lille","Anvers"
2275,"Gierle","Oui","Lille","Anvers"
2275,"Poederlee","Oui","Lille","Anvers"
2275,"Wechelderzande","Oui","Lille","Anvers"
4830,"Limbourg","Non","Limbourg","Liege"
4831,"Bilstain","Oui","Limbourg","Liege"
4834,"Goé","Oui","Limbourg","Liege"
4287,"Lincent","Non","Lincent","Liege"
4287,"Pellaines","Oui","Lincent","Liege"
4287,"Racour","Oui","Lincent","Liege"
1630,"Linkebeek","Non","Linkebeek","Brabant Flamand"
2547,"Lint","Non","Lint","Anvers"
3350,"Linter","Non","Linter","Brabant Flamand"
3350,"Drieslinter","Oui","Linter","Brabant Flamand"
3350,"Melkwezer","Oui","Linter","Brabant Flamand"
3350,"Neerhespen","Oui","Linter","Brabant Flamand"
3350,"Neerlinter","Oui","Linter","Brabant Flamand"
3350,"Orsmaal-Gussenhoven","Oui","Linter","Brabant Flamand"
3350,"Overhespen","Oui","Linter","Brabant Flamand"
3350,"Wommersom","Oui","Linter","Brabant Flamand"
8647,"Lo","Oui","Lo-Reninge","Flandre Occidentale"
8647,"Noordschote","Oui","Lo-Reninge","Flandre Occidentale"
8647,"Pollinkhove","Oui","Lo-Reninge","Flandre Occidentale"
8647,"Reninge","Oui","Lo-Reninge","Flandre Occidentale"
6540,"Lobbes","Non","Lobbes","Hainaut"
6540,"Mont-Sainte-Geneviève","Oui","Lobbes","Hainaut"
6542,"Sars-la-Buissière","Oui","Lobbes","Hainaut"
6543,"Bienne-lez-Happart","Oui","Lobbes","Hainaut"
9080,"Lochristi","Non","Lochristi","Flandre Orientale"
9080,"Beervelde","Oui","Lochristi","Flandre Orientale"
9080,"Zaffelare","Oui","Lochristi","Flandre Orientale"
9080,"Zeveneken","Oui","Lochristi","Flandre Orientale"
9160,"Lokeren","Non","Lokeren","Flandre Orientale"
9160,"Daknam","Oui","Lokeren","Flandre Orientale"
9160,"Eksaarde","Oui","Lokeren","Flandre Orientale"
3920,"Lommel","Non","Lommel","Limbourg"
1840,"Londerzeel","Non","Londerzeel","Brabant Flamand"
1840,"Malderen","Oui","Londerzeel","Brabant Flamand"
1840,"Steenhuffel","Oui","Londerzeel","Brabant Flamand"
4710,"Lontzen","Non","Lontzen","Liege"
4711,"Walhorn","Oui","Lontzen","Liege"
3210,"Lubbeek","Non","Lubbeek","Brabant Flamand"
3210,"Linden","Oui","Lubbeek","Brabant Flamand"
3211,"Binkom","Oui","Lubbeek","Brabant Flamand"
3212,"Pellenberg","Oui","Lubbeek","Brabant Flamand"
3560,"Lummen","Non","Lummen","Limbourg"
3560,"Linkhout","Oui","Lummen","Limbourg"
3560,"Meldert","Oui","Lummen","Limbourg"
9680,"Etikhove","Oui","Maarkedal","Flandre Orientale"
9680,"Maarke-Kerkem","Oui","Maarkedal","Flandre Orientale"
9681,"Nukerke","Oui","Maarkedal","Flandre Orientale"
9688,"Schorisse","Oui","Maarkedal","Flandre Orientale"
3680,"Maaseik","Non","Maaseik","Limbourg"
3680,"Neeroeteren","Oui","Maaseik","Limbourg"
3680,"Opoeteren","Oui","Maaseik","Limbourg"
3630,"Maasmechelen","Non","Maasmechelen","Limbourg"
3630,"Eisden","Oui","Maasmechelen","Limbourg"
3630,"Leut","Oui","Maasmechelen","Limbourg"
3630,"Mechelen-aan-de-Maas","Oui","Maasmechelen","Limbourg"
3630,"Meeswijk","Oui","Maasmechelen","Limbourg"
3630,"Opgrimbie","Oui","Maasmechelen","Limbourg"
3630,"Vucht","Oui","Maasmechelen","Limbourg"
3631,"Boorsem","Oui","Maasmechelen","Limbourg"
3631,"Uikhoven","Oui","Maasmechelen","Limbourg"
1830,"Machelen","Non","Machelen","Brabant Flamand"
1831,"Diegem","Oui","Machelen","Brabant Flamand"
9990,"Maldegem","Non","Maldegem","Flandre Orientale"
9991,"Adegem","Oui","Maldegem","Flandre Orientale"
9992,"Middelburg","Oui","Maldegem","Flandre Orientale"
2390,"Malle","Non","Malle","Anvers"
2390,"Oostmalle","Oui","Malle","Anvers"
2390,"Westmalle","Oui","Malle","Anvers"
4960,"Malmedy","Non","Malmedy","Liege"
4960,"Bellevaux-Ligneuville","Oui","Malmedy","Liege"
4960,"Bevercé","Oui","Malmedy","Liege"
7170,"Manage","Non","Manage","Hainaut"
7170,"Bellecourt","Oui","Manage","Hainaut"
7170,"Bois-d'Haine","Oui","Manage","Hainaut"
7170,"Fayt-lez-Manage","Oui","Manage","Hainaut"
7170,"La Hestre","Oui","Manage","Hainaut"
6960,"Dochamps","Oui","Manhay","Luxembourg"
6960,"Grandménil","Oui","Manhay","Luxembourg"
6960,"Harre","Oui","Manhay","Luxembourg"
6960,"Malempré","Oui","Manhay","Luxembourg"
6960,"Odeigne","Oui","Manhay","Luxembourg"
6960,"Vaux-Chavanne","Oui","Manhay","Luxembourg"
6900,"Marche-en-Famenne","Non","Marche-En-Famenne","Luxembourg"
6900,"Aye","Oui","Marche-En-Famenne","Luxembourg"
6900,"Hargimont","Oui","Marche-En-Famenne","Luxembourg"
6900,"Humain","Oui","Marche-En-Famenne","Luxembourg"
6900,"On","Oui","Marche-En-Famenne","Luxembourg"
6900,"Roy","Oui","Marche-En-Famenne","Luxembourg"
6900,"Waha","Oui","Marche-En-Famenne","Luxembourg"
4570,"Marchin","Non","Marchin","Liege"
4570,"Vyle-et-Tharoul","Oui","Marchin","Liege"
6630,"Martelange","Non","Martelange","Luxembourg"
2800,"Mechelen","Non","Mechelen","Anvers"
2800,"Walem","Oui","Mechelen","Anvers"
2801,"Heffen","Oui","Mechelen","Anvers"
2811,"Hombeek","Oui","Mechelen","Anvers"
2811,"Leest","Oui","Mechelen","Anvers"
2812,"Muizen","Oui","Mechelen","Anvers"
2450,"Meerhout","Non","Meerhout","Anvers"
1860,"Meise","Non","Meise","Brabant Flamand"
1861,"Wolvertem","Oui","Meise","Brabant Flamand"
6769,"Meix-devant-Virton","Non","Meix-Devant-Virton","Luxembourg"
6769,"Gérouville","Oui","Meix-Devant-Virton","Luxembourg"
6769,"Robelmont","Oui","Meix-Devant-Virton","Luxembourg"
6769,"Sommethonne","Oui","Meix-Devant-Virton","Luxembourg"
6769,"Villers-la-Loue","Oui","Meix-Devant-Virton","Luxembourg"
9090,"Melle","Non","Melle","Flandre Orientale"
9090,"Gontrode","Oui","Melle","Flandre Orientale"
8930,"Menen","Non","Menen","Flandre Occidentale"
8930,"Lauwe","Oui","Menen","Flandre Occidentale"
8930,"Rekkem","Oui","Menen","Flandre Occidentale"
6567,"Merbes-le-Château","Non","Merbes-Le-Château","Hainaut"
6567,"Fontaine-Valmont","Oui","Merbes-Le-Château","Hainaut"
6567,"Labuissière","Oui","Merbes-Le-Château","Hainaut"
6567,"Merbes-Sainte-Marie","Oui","Merbes-Le-Château","Hainaut"
1785,"Merchtem","Non","Merchtem","Brabant Flamand"
1785,"Brussegem","Oui","Merchtem","Brabant Flamand"
1785,"Hamme","Oui","Merchtem","Brabant Flamand"
9820,"Merelbeke","Non","Merelbeke","Flandre Orientale"
9820,"Bottelare","Oui","Merelbeke","Flandre Orientale"
9820,"Lemberge","Oui","Merelbeke","Flandre Orientale"
9820,"Melsen","Oui","Merelbeke","Flandre Orientale"
9820,"Munte","Oui","Merelbeke","Flandre Orientale"
9820,"Schelderode","Oui","Merelbeke","Flandre Orientale"
2330,"Merksplas","Non","Merksplas","Anvers"
6780,"Messancy","Non","Messancy","Luxembourg"
6780,"Hondelange","Oui","Messancy","Luxembourg"
6780,"Wolkrange","Oui","Messancy","Luxembourg"
6781,"Sélange","Oui","Messancy","Luxembourg"
6782,"Habergy","Oui","Messancy","Luxembourg"
8957,"Messines","Non","Messines","Flandre Occidentale"
5640,"Mettet","Non","Mettet","Namur"
5640,"Biesme","Oui","Mettet","Namur"
5640,"Biesmerée","Oui","Mettet","Namur"
5640,"Graux","Oui","Mettet","Namur"
5640,"Oret","Oui","Mettet","Namur"
5640,"Saint-Gérard","Oui","Mettet","Namur"
5641,"Furnaux","Oui","Mettet","Namur"
5644,"Ermeton-sur-Biert","Oui","Mettet","Namur"
5646,"Stave","Oui","Mettet","Namur"
8760,"Meulebeke","Non","Meulebeke","Flandre Occidentale"
8430,"Middelkerke","Non","Middelkerke","Flandre Occidentale"
8431,"Wilskerke","Oui","Middelkerke","Flandre Occidentale"
8432,"Leffinge","Oui","Middelkerke","Flandre Occidentale"
8433,"Mannekensvere","Oui","Middelkerke","Flandre Occidentale"
8433,"Schore","Oui","Middelkerke","Flandre Occidentale"
8433,"Sint-Pieters-Kapelle","Oui","Middelkerke","Flandre Occidentale"
8433,"Slijpe","Oui","Middelkerke","Flandre Occidentale"
8434,"Lombardsijde","Oui","Middelkerke","Flandre Occidentale"
8434,"Westende","Oui","Middelkerke","Flandre Occidentale"
1035,"Ministère de la Région de Bruxelles Capitale",,"Ministère De La Région De Bruxelles Capitale",
4577,"Modave","Non","Modave","Liege"
4577,"Outrelouxhe","Oui","Modave","Liege"
4577,"Strée-lez-Huy","Oui","Modave","Liege"
4577,"Vierset-Barse","Oui","Modave","Liege"
9180,"Moerbeke-Waas","Non","Moerbeke-Waas","Flandre Orientale"
2400,"Mol","Non","Mol","Anvers"
1080,"Molenbeek-Saint-Jean","Non","Molenbeek-Saint-Jean","Bruxelles"
6590,"Momignies","Non","Momignies","Hainaut"
6591,"Macon","Oui","Momignies","Hainaut"
6592,"Monceau-Imbrechies","Oui","Momignies","Hainaut"
6593,"Macquenoise","Oui","Momignies","Hainaut"
6594,"Beauwelz","Oui","Momignies","Hainaut"
6596,"Forge-Philippe","Oui","Momignies","Hainaut"
6596,"Seloignes","Oui","Momignies","Hainaut"
7000,"Mons","Non","Mons","Hainaut"
7011,"Ghlin","Oui","Mons","Hainaut"
7012,"Flénu","Oui","Mons","Hainaut"
7012,"Jemappes","Oui","Mons","Hainaut"
7020,"Maisières","Oui","Mons","Hainaut"
7020,"Nimy","Oui","Mons","Hainaut"
7021,"Havré","Oui","Mons","Hainaut"
7022,"Harmignies","Oui","Mons","Hainaut"
7022,"Harveng","Oui","Mons","Hainaut"
7022,"Hyon","Oui","Mons","Hainaut"
7022,"Mesvin","Oui","Mons","Hainaut"
7022,"Nouvelles","Oui","Mons","Hainaut"
7024,"Ciply","Oui","Mons","Hainaut"
7030,"Saint-Symphorien","Oui","Mons","Hainaut"
7031,"Villers-Saint-Ghislain","Oui","Mons","Hainaut"
7032,"Spiennes","Oui","Mons","Hainaut"
7033,"Cuesmes","Oui","Mons","Hainaut"
7034,"Obourg","Oui","Mons","Hainaut"
7034,"Saint-Denis","Oui","Mons","Hainaut"
7750,"Amougies","Oui","Mont-De-L'enclus","Hainaut"
7750,"Anseroeul","Oui","Mont-De-L'enclus","Hainaut"
7750,"Orroir","Oui","Mont-De-L'enclus","Hainaut"
7750,"Russeignies","Oui","Mont-De-L'enclus","Hainaut"
1435,"Mont-Saint-Guibert","Non","Mont-Saint-Guibert","Brabant Wallon"
1435,"Corbais","Oui","Mont-Saint-Guibert","Brabant Wallon"
1435,"Hévillers","Oui","Mont-Saint-Guibert","Brabant Wallon"
6110,"Montigny-le-Tilleul","Non","Montigny-Le-Tilleul","Hainaut"
6111,"Landelies","Oui","Montigny-Le-Tilleul","Hainaut"
8890,"Moorslede","Non","Moorslede","Flandre Occidentale"
8890,"Dadizele","Oui","Moorslede","Flandre Occidentale"
7140,"Morlanwelz-Mariemont","Oui","Morlanwelz","Hainaut"
7141,"Carnières","Oui","Morlanwelz","Hainaut"
7141,"Mont-Sainte-Aldegonde","Oui","Morlanwelz","Hainaut"
2640,"Mortsel","Non","Mortsel","Anvers"
7700,"Mouscron","Non","Mouscron","Hainaut"
7700,"Luingne","Oui","Mouscron","Hainaut"
7711,"Dottignies","Oui","Mouscron","Hainaut"
7712,"Herseaux","Oui","Mouscron","Hainaut"
6750,"Musson","Non","Musson","Luxembourg"
6750,"Mussy-la-Ville","Oui","Musson","Luxembourg"
6750,"Signeulx","Oui","Musson","Luxembourg"
5000,"Namur","Non","Namur","Namur"
5000,"Beez","Oui","Namur","Namur"
5001,"Belgrade","Oui","Namur","Namur"
5002,"Saint-Servais","Oui","Namur","Namur"
5003,"Saint-Marc","Oui","Namur","Namur"
5004,"Bouge","Oui","Namur","Namur"
5020,"Champion","Oui","Namur","Namur"
5020,"Daussoulx","Oui","Namur","Namur"
5020,"Flawinne","Oui","Namur","Namur"
5020,"Malonne","Oui","Namur","Namur"
5020,"Suarlée","Oui","Namur","Namur"
5020,"Temploux","Oui","Namur","Namur"
5020,"Vedrin","Oui","Namur","Namur"
5021,"Boninne","Oui","Namur","Namur"
5022,"Cognelée","Oui","Namur","Namur"
5024,"Gelbressée","Oui","Namur","Namur"
5024,"Marche-les-Dames","Oui","Namur","Namur"
5100,"Dave","Oui","Namur","Namur"
5100,"Jambes","Oui","Namur","Namur"
5100,"Naninne","Oui","Namur","Namur"
5100,"Wépion","Oui","Namur","Namur"
5100,"Wierde","Oui","Namur","Namur"
5101,"Erpent","Oui","Namur","Namur"
5101,"Lives-sur-Meuse","Oui","Namur","Namur"
5101,"Loyers","Oui","Namur","Namur"
4550,"Nandrin","Non","Nandrin","Liege"
4550,"Saint-Séverin","Oui","Nandrin","Liege"
4550,"Villers-le-Temple","Oui","Nandrin","Liege"
4550,"Yernée-Fraineux","Oui","Nandrin","Liege"
6950,"Nassogne","Non","Nassogne","Luxembourg"
6950,"Harsin","Oui","Nassogne","Luxembourg"
6951,"Bande","Oui","Nassogne","Luxembourg"
6952,"Grune","Oui","Nassogne","Luxembourg"
6953,"Ambly","Oui","Nassogne","Luxembourg"
6953,"Forrières","Oui","Nassogne","Luxembourg"
6953,"Lesterny","Oui","Nassogne","Luxembourg"
6953,"Masbourg","Oui","Nassogne","Luxembourg"
9810,"Nazareth","Non","Nazareth","Flandre Orientale"
9810,"Eke","Oui","Nazareth","Flandre Orientale"
6840,"Neufchâteau","Non","Neufchâteau","Luxembourg"
6840,"Grandvoir","Oui","Neufchâteau","Luxembourg"
6840,"Grapfontaine","Oui","Neufchâteau","Luxembourg"
6840,"Hamipré","Oui","Neufchâteau","Luxembourg"
6840,"Longlier","Oui","Neufchâteau","Luxembourg"
6840,"Tournay","Oui","Neufchâteau","Luxembourg"
4120,"Ehein","Oui","Neupré","Liege"
4120,"Rotheux-Rimière","Oui","Neupré","Liege"
4121,"Neuville-en-Condroz","Oui","Neupré","Liege"
4122,"Plainevaux","Oui","Neupré","Liege"
2845,"Niel","Non","Niel","Anvers"
3850,"Nieuwerkerken","Non","Nieuwerkerken","Limbourg"
3850,"Binderveld","Oui","Nieuwerkerken","Limbourg"
3850,"Kozen","Oui","Nieuwerkerken","Limbourg"
3850,"Wijer","Oui","Nieuwerkerken","Limbourg"
8620,"Nieuwpoort","Non","Nieuwpoort","Flandre Occidentale"
8620,"Ramskapelle","Oui","Nieuwpoort","Flandre Occidentale"
8620,"Sint-Joris","Oui","Nieuwpoort","Flandre Occidentale"
2560,"Nijlen","Non","Nijlen","Anvers"
2560,"Bevel","Oui","Nijlen","Anvers"
2560,"Kessel","Oui","Nijlen","Anvers"
9400,"Ninove","Non","Ninove","Flandre Orientale"
9400,"Appelterre-Eichem","Oui","Ninove","Flandre Orientale"
9400,"Denderwindeke","Oui","Ninove","Flandre Orientale"
9400,"Lieferinge","Oui","Ninove","Flandre Orientale"
9400,"Nederhasselt","Oui","Ninove","Flandre Orientale"
9400,"Okegem","Oui","Ninove","Flandre Orientale"
9400,"Voorde","Oui","Ninove","Flandre Orientale"
9401,"Pollare","Oui","Ninove","Flandre Orientale"
9402,"Meerbeke","Oui","Ninove","Flandre Orientale"
9403,"Neigem","Oui","Ninove","Flandre Orientale"
9404,"Aspelare","Oui","Ninove","Flandre Orientale"
9406,"Outer","Oui","Ninove","Flandre Orientale"
1400,"Nivelles","Non","Nivelles","Brabant Wallon"
1400,"Monstreux","Oui","Nivelles","Brabant Wallon"
1401,"Baulers","Oui","Nivelles","Brabant Wallon"
1402,"Thines","Oui","Nivelles","Brabant Wallon"
1404,"Bornival","Oui","Nivelles","Brabant Wallon"
1934,"Office Exchange Brussels Airport Remailing",,"Office Exchange Brussels Airport Remailing",
5350,"Ohey","Non","Ohey","Namur"
5350,"Evelette","Oui","Ohey","Namur"
5351,"Haillot","Oui","Ohey","Namur"
5352,"Perwez-Haillot","Oui","Ohey","Namur"
5353,"Goesnes","Oui","Ohey","Namur"
5354,"Jallet","Oui","Ohey","Namur"
2250,"Olen","Non","Olen","Anvers"
4877,"Olne","Non","Olne","Liege"
5520,"Onhaye","Non","Onhaye","Namur"
5520,"Anthée","Oui","Onhaye","Namur"
5521,"Serville","Oui","Onhaye","Namur"
5522,"Falaën","Oui","Onhaye","Namur"
5523,"Sommière","Oui","Onhaye","Namur"
5523,"Weillen","Oui","Onhaye","Namur"
5524,"Gérin","Oui","Onhaye","Namur"
8400,"Oostende","Non","Oostende","Flandre Occidentale"
8400,"Stene","Oui","Oostende","Flandre Occidentale"
8400,"Zandvoorde","Oui","Oostende","Flandre Occidentale"
9860,"Oosterzele","Non","Oosterzele","Flandre Orientale"
9860,"Balegem","Oui","Oosterzele","Flandre Orientale"
9860,"Gijzenzele","Oui","Oosterzele","Flandre Orientale"
9860,"Landskouter","Oui","Oosterzele","Flandre Orientale"
9860,"Moortsele","Oui","Oosterzele","Flandre Orientale"
9860,"Scheldewindeke","Oui","Oosterzele","Flandre Orientale"
8020,"Oostkamp","Non","Oostkamp","Flandre Occidentale"
8020,"Hertsberge","Oui","Oostkamp","Flandre Occidentale"
8020,"Ruddervoorde","Oui","Oostkamp","Flandre Occidentale"
8020,"Waardamme","Oui","Oostkamp","Flandre Occidentale"
8780,"Oostrozebeke","Non","Oostrozebeke","Flandre Occidentale"
1745,"Opwijk","Non","Opwijk","Brabant Flamand"
1745,"Mazenzele","Oui","Opwijk","Brabant Flamand"
4360,"Oreye","Non","Oreye","Liege"
4360,"Bergilers","Oui","Oreye","Liege"
4360,"Grandville","Oui","Oreye","Liege"
4360,"Lens-sur-Geer","Oui","Oreye","Liege"
4360,"Otrange","Oui","Oreye","Liege"
1031,"Organisations Sociales Chrétiennes",,"Organisations Sociales Chrétiennes",
1350,"Enines","Oui","Orp-Jauche","Brabant Wallon"
1350,"Folx-les-Caves","Oui","Orp-Jauche","Brabant Wallon"
1350,"Jandrain-Jandrenouille","Oui","Orp-Jauche","Brabant Wallon"
